Matrikkel / Org-Anr,Address,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Area name,Days since first sold,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes,Lat,Lon
5001-424/137/0/0,"Lagmann Lindboes vei 27, 7020 TRONDHEIM",Selveier enebolig,141,155,166,1963.0,0,865.5,2021-06-12,7010000,0.0,7010000,4,3,2021-06-01,11,Eiendomsmegler 1,7020,TRONDHEIM,104,3,4,0,0,63.4194,10.3541
5001-414/545/0/53,"Håkon Magnussons gate 26, 7041 TRONDHEIM",Selveierleilighet,43,47,47,2017.0,5,2104.2,2021-06-12,3000000,0.0,3000000,2,1,2021-06-08,4,Eiendomsmegler 1,7041,TRONDHEIM,104,3,7,1,0,63.4449,10.4454
5001-23/888/0/18,"Ranheimsfjæra 53, 7055 RANHEIM",Selveierleilighet,75,78,85,2017.0,1,1944.5,2021-06-14,3975000,0.0,3975000,3,2,2021-04-19,56,DNB Eiendom,7055,RANHEIM,106,1,7,1,0,63.43,10.5473
5001-412/243/0/49,"Lade alle 79 A, 7041 TRONDHEIM",Selveierleilighet,0,32,32,2021.0,2,7756.5,2021-06-14,2100000,0.0,2100000,2,1,2021-06-14,0,Other,7041,TRONDHEIM,106,8,7,0,0,63.4449,10.4454
5001-58/455/0/0,"Magnus Blindes veg 13 B, 7052 TRONDHEIM",Selveier enebolig,0,237,237,2021.0,0,371.2,2021-06-14,9890000,0.0,9890000,4,3,2021-06-14,0,Other,7052,TRONDHEIM,106,8,4,0,0,63.4225,10.4239
989969978/8,"Weidemanns vei 15 B, 7043 TRONDHEIM",Borettslagsleilighet,28,28,33,1897.0,1,565.2,2021-06-14,1650000,454352.0,2104352,2,1,2021-06-08,6,Eiendomsmegler 1,7043,TRONDHEIM,106,3,3,0,0,63.433,10.4219
5001-72/253/0/3,"Øystein Møylas veg 18 A, 7031 TRONDHEIM",Selveierleilighet,47,50,52,2017.0,1,2050.4,2021-06-14,3150000,0.0,3150000,2,1,2021-06-11,3,Eiendomsmegler 1,7031,TRONDHEIM,106,3,7,1,0,63.4068,10.401
5001-407/71/0/0,"Søndre Jonsgate 4, 7030 TRONDHEIM",Selveier enebolig,0,96,0,1898.0,0,155.0,2021-06-14,4600000,0.0,4600000,3,2,2021-04-04,71,Propr,7030,TRONDHEIM,106,11,4,1,0,63.4206,10.3973
5001-412/243/0/54,"Lade alle 79 A, 7041 TRONDHEIM",Selveierleilighet,0,32,32,2021.0,3,7756.5,2021-06-14,2500000,0.0,2500000,2,1,2021-06-14,0,Other,7041,TRONDHEIM,106,8,7,0,0,63.4449,10.4454
5001-412/243/0/57,"Lade alle 79 A, 7041 TRONDHEIM",Selveierleilighet,0,86,86,2021.0,3,7756.5,2021-06-14,5300000,0.0,5300000,4,3,2021-06-14,0,Other,7041,TRONDHEIM,106,8,7,0,0,63.4449,10.4454
948861569/195,"Nedre Flatåsveg 572, 7099 FLATÅSEN",Borettslag rekkehus,108,122,133,1983.0,0,34609.3,2021-06-14,3045000,195118.0,3240118,4,3,2021-05-28,17,Heimdal Eiendomsmegling,7099,FLATÅSEN,106,4,1,1,0,63.3761,10.3505
5001-9/158/0/2,"Hans Finnes gate 2, 7068 TRONDHEIM",Selveierleilighet,75,77,85,1914.0,2,485.5,2021-06-14,4050000,0.0,4050000,4,3,2021-05-21,24,Meglerhuset Nylander,7068,TRONDHEIM,106,7,7,1,0,63.4357,10.4286
5001-412/243/0/55,"Lade alle 79 A, 7041 TRONDHEIM",Selveierleilighet,0,71,71,2021.0,3,7756.5,2021-06-14,4500000,0.0,4500000,3,2,2021-06-14,0,Other,7041,TRONDHEIM,106,8,7,0,0,63.4449,10.4454
5001-412/243/0/64,"Lade alle 81 C, 7041 TRONDHEIM",Selveierleilighet,0,41,41,2021.0,1,7756.5,2021-06-14,2500000,0.0,2500000,2,1,2021-06-14,0,Other,7041,TRONDHEIM,106,8,7,0,0,63.4449,10.4454
5001-422/140/0/2,"Oscar Wistings vei 5, 7020 TRONDHEIM",Selveierleilighet,87,87,103,1924.0,1,925.9,2021-06-14,3630000,0.0,3630000,3,2,2021-03-29,77,Meglerhuset Nylander,7020,TRONDHEIM,106,7,7,1,1,63.4194,10.3541
5001-412/243/0/56,"Lade alle 79 A, 7041 TRONDHEIM",Selveierleilighet,0,69,69,2021.0,3,7756.5,2021-06-14,4450000,0.0,4450000,3,2,2021-06-14,0,Other,7041,TRONDHEIM,106,8,7,0,0,63.4449,10.4454
5001-39/47/0/0,"Stokkåsen 9, 7059 JAKOBSLI",Selveier enebolig,0,207,207,2021.0,0,370.5,2021-06-14,7100000,0.0,7100000,5,4,2021-06-14,0,Other,7059,JAKOBSLI,106,8,4,0,0,63.4186,10.4965
5001-412/243/0/44,"Lade alle 79 B, 7041 TRONDHEIM",Selveierleilighet,0,47,47,2021.0,1,7756.5,2021-06-14,2950000,0.0,2950000,2,1,2021-06-14,0,Other,7041,TRONDHEIM,106,8,7,0,0,63.4449,10.4454
5001-412/243/0/43,"Lade alle 79 C, 7041 TRONDHEIM",Selveierleilighet,45,46,46,2021.0,1,7756.5,2021-06-14,2900000,0.0,2900000,2,1,2021-06-14,0,Other,7041,TRONDHEIM,106,8,7,1,0,63.4449,10.4454
5001-412/243/0/72,"Lade alle 81 A, 7041 TRONDHEIM",Selveierleilighet,0,57,57,2021.0,3,7756.5,2021-06-14,3500000,0.0,3500000,2,1,2021-06-14,0,Other,7041,TRONDHEIM,106,8,7,0,0,63.4449,10.4454
5001-412/243/0/75,"Lade alle 81 A, 7041 TRONDHEIM",Selveierleilighet,0,107,107,2021.0,4,7756.5,2021-06-14,8900000,0.0,8900000,4,3,2021-06-14,0,Other,7041,TRONDHEIM,106,8,7,0,0,63.4449,10.4454
5001-412/243/0/76,"Lade alle 81 A, 7041 TRONDHEIM",Selveierleilighet,0,81,81,2021.0,4,7756.5,2021-06-14,6950000,0.0,6950000,3,2,2021-06-14,0,Other,7041,TRONDHEIM,106,8,7,0,0,63.4449,10.4454
5001-95/52/0/47,"Stavnevegen 9, 7019 TRONDHEIM",Selveierleilighet,46,49,57,2017.0,5,3463.7,2021-06-14,2790000,0.0,2790000,2,1,2021-05-30,15,Eiendomsmegler 1,7019,TRONDHEIM,106,3,7,1,0,63.41,10.3818
5001-522/73/0/0,"Amundsdalvegen 79, 7540 KLÆBU",Selveier enebolig,0,210,210,2014.0,0,1017.1,2021-06-14,7000000,0.0,7000000,6,5,2021-06-14,0,Other,7540,KLÆBU,106,8,4,0,0,63.2976,10.4826
5001-406/209/0/4,"Eidsvolls gate 16, 7030 TRONDHEIM",Selveierleilighet,110,110,117,1915.0,3,598.4,2021-06-15,5100000,0.0,5100000,3,2,2021-06-15,0,Other,7030,TRONDHEIM,107,8,7,1,0,63.4206,10.3973
5001-404/291/0/2,"Eirik Jarls gate 3 B, 7030 TRONDHEIM",Selveierleilighet,101,101,111,1936.0,1,938.6,2021-06-15,5650000,0.0,5650000,3,3,2021-06-04,11,Proaktiv,7030,TRONDHEIM,107,10,7,1,0,63.4206,10.3973
5001-410/411/0/6,"Stadsing Dahls gate 34, 7043 TRONDHEIM",Selveierleilighet,59,59,65,1935.0,3,764.2,2021-06-15,4200000,0.0,4200000,3,4,2021-05-10,36,Heimdal Eiendomsmegling,7043,TRONDHEIM,107,4,7,0,1,63.433,10.4219
981622065/15,"Laura Hangerås' veg 16 C, 7026 TRONDHEIM",Borettslagsleilighet,91,95,101,2000.0,2,3060.0,2021-06-15,3550000,535438.0,4085438,4,2,2021-06-04,11,Eiendomsmegler 1,7026,TRONDHEIM,107,3,3,0,1,63.3844,10.3288
5001-414/544/0/10,"Håkon Magnussons gate 18, 7041 TRONDHEIM",Selveierleilighet,39,43,43,2016.0,1,959.6,2021-06-15,2800000,0.0,2800000,2,1,2021-06-07,8,Eiendomsmegler 1,7041,TRONDHEIM,107,3,7,1,0,63.4449,10.4454
5001-103/1670/0/12,"Drivhusvegen 5, 7024 TRONDHEIM",Selveierleilighet,68,72,72,2017.0,4,5527.9,2021-06-15,4950000,0.0,4950000,3,2,2021-06-05,10,Eiendomsmegler 1,7024,TRONDHEIM,107,3,7,0,0,63.3957,10.3237
5001-103/1505/0/0,"Anders Wigens veg 20, 7024 TRONDHEIM",Selveier enebolig,183,205,205,2007.0,0,791.1,2021-06-15,7200000,0.0,7200000,5,4,2021-06-15,0,Eiendomsmegler 1,7024,TRONDHEIM,107,3,4,0,0,63.3957,10.3237
5001-401/110/0/1,"Taraldsgårdsveita 8, 7010 TRONDHEIM",Selveierleilighet,44,44,49,1898.0,1,118.2,2021-06-15,2320000,0.0,2320000,2,1,2021-06-05,10,Eiendomsmegler 1,7010,TRONDHEIM,107,3,7,1,0,63.435,10.3997
5001-421/164/0/0,"Dyrborgveien 6, 7017 TRONDHEIM",Selveier enebolig,272,374,414,1924.0,0,758.7,2021-06-15,11750000,0.0,11750000,5,4,2021-06-07,8,Heimdal Eiendomsmegling,7017,TRONDHEIM,107,4,4,0,0,63.4255,10.3705
5001-421/287/0/4,"Bergsligata 9, 7017 TRONDHEIM",Selveierleilighet,100,102,112,1911.0,2,624.8,2021-06-15,4225000,255814.0,4480814,4,3,2021-03-15,92,Privatmegleren,7017,TRONDHEIM,107,9,7,1,0,63.4255,10.3705
5001-323/475/0/0,"Haldor Flatens veg 21 B, 7081 SJETNEMARKA",Selveier tomannsbolig,115,167,182,1969.0,0,1092.1,2021-06-15,4200000,0.0,4200000,4,3,2021-06-04,11,DNB Eiendom,7081,SJETNEMARKA,107,1,6,1,0,63.3693,10.3965
989983768/2,"Gisle Johnsons gate 8, 7067 TRONDHEIM",Borettslagsleilighet,38,38,41,1893.0,1,459.7,2021-06-15,2280000,297045.0,2577045,2,1,2021-03-18,89,Privatmegleren,7067,TRONDHEIM,107,9,3,0,1,63.438,10.4277
5001-411/119/0/4,"Mellomveien 2 B, 7067 TRONDHEIM",Selveierleilighet,88,88,98,1912.0,2,680.3,2021-06-15,4560000,1210.0,4561210,3,2,2021-06-04,11,DNB Eiendom,7067,TRONDHEIM,107,1,7,0,0,63.438,10.4277
5001-412/243/0/79,"Lade alle 83, 7041 TRONDHEIM",Selveierleilighet,0,55,55,2021.0,1,7756.5,2021-06-15,3900000,0.0,3900000,2,1,2021-06-15,0,Other,7041,TRONDHEIM,107,8,7,0,0,63.4449,10.4454
948924781/80,"Urds veg 5, 7033 TRONDHEIM",Borettslagsleilighet,31,31,36,1965.0,2,6953.4,2021-06-15,2090000,139855.0,2229855,1,1,2021-06-04,11,Heimdal Eiendomsmegling,7033,TRONDHEIM,107,4,3,1,0,63.4022,10.4305
5001-104/263/0/0,"Rudolf Nilsens veg 7, 7024 TRONDHEIM",Selveier enebolig,206,225,225,1956.0,0,747.4,2021-06-15,4400000,0.0,4400000,6,5,2021-04-28,48,Eiendomsmegler 1,7024,TRONDHEIM,107,3,4,1,0,63.3957,10.3237
5001-323/2401/0/69,"Harald Torps veg 25, 7091 TILLER",Selveierleilighet,36,40,44,2018.0,1,6854.4,2021-06-15,2650000,0.0,2650000,2,1,2021-06-07,8,Eiendomsmegler 1,7091,TILLER,107,3,7,1,0,63.3619,10.3898
5001-78/209/0/0,"Lokes veg 44, 7033 TRONDHEIM",Selveier enebolig,222,233,233,1980.0,0,825.4,2021-06-15,10600000,0.0,10600000,4,3,2021-06-08,7,Meglerhuset Nylander,7033,TRONDHEIM,107,7,4,1,0,63.4022,10.4305
963649916/10,"Båhus gate 9, 7014 TRONDHEIM",Borettslagsleilighet,60,60,66,1913.0,1,417.0,2021-06-15,2800000,421198.0,3221198,2,2,2021-06-06,9,Heimdal Eiendomsmegling,7014,TRONDHEIM,107,4,3,0,0,63.4303,10.4094
5001-17/844/0/15,"Grilstadvegen 57 F, 7053 RANHEIM",Selveierleilighet,0,106,106,2021.0,1,10215.2,2021-06-15,5590000,0.0,5590000,4,3,2021-06-15,0,Other,7053,RANHEIM,107,8,7,0,0,63.4322,10.5095
5001-17/844/0/12,"Grilstadvegen 57 J, 7053 RANHEIM",Selveierleilighet,0,110,110,2021.0,1,10215.2,2021-06-15,6090000,0.0,6090000,4,3,2021-06-15,0,Other,7053,RANHEIM,107,8,7,0,0,63.4322,10.5095
5001-17/844/0/11,"Grilstadvegen 57 K, 7053 RANHEIM",Selveierleilighet,0,110,110,2021.0,1,10215.2,2021-06-15,6090000,0.0,6090000,4,3,2021-06-15,0,Other,7053,RANHEIM,107,8,7,0,0,63.4322,10.5095
5001-17/844/0/16,"Grilstadvegen 57 E, 7053 RANHEIM",Selveierleilighet,0,106,106,2021.0,1,10215.2,2021-06-15,5590000,0.0,5590000,3,2,2021-06-15,0,Other,7053,RANHEIM,107,8,7,0,0,63.4322,10.5095
955234448/37,"Olav Vasseljens veg 6 A, 7033 TRONDHEIM",Borettslagsleilighet,74,74,95,1972.0,1,15865.4,2021-06-15,3590000,54585.0,3644585,3,2,2021-05-12,34,DNB Eiendom,7033,TRONDHEIM,107,1,3,1,1,63.4022,10.4305
5001-17/844/0/10,"Grilstadvegen 57 L, 7053 RANHEIM",Selveierleilighet,0,115,115,2021.0,1,10215.2,2021-06-15,6190000,0.0,6190000,4,3,2021-06-15,0,Other,7053,RANHEIM,107,8,7,0,0,63.4322,10.5095
5001-17/844/0/8,"Grilstadvegen 57 M, 7053 RANHEIM",Selveierleilighet,0,115,115,2021.0,1,10215.2,2021-06-15,5950000,0.0,5950000,4,3,2021-06-15,0,Other,7053,RANHEIM,107,8,7,0,0,63.4322,10.5095
5001-17/844/0/9,"Grilstadvegen 57 T, 7053 RANHEIM",Selveierleilighet,0,68,68,2021.0,1,10215.2,2021-06-15,4490000,0.0,4490000,3,2,2021-06-15,0,Other,7053,RANHEIM,107,8,7,0,0,63.4322,10.5095
5001-17/923/0/158,"Grillstadfjæra 82, 7053 RANHEIM",Selveierleilighet,68,72,78,2015.0,2,14362.4,2021-06-15,4390000,0.0,4390000,3,2,2021-06-01,14,Eiendomsmegler 1,7053,RANHEIM,107,3,7,1,0,63.4322,10.5095
5001-17/844/0/17,"Grilstadvegen 57 D, 7053 RANHEIM",Selveierleilighet,0,106,106,2021.0,1,10215.2,2021-06-15,5590000,0.0,5590000,4,3,2021-06-15,0,Other,7053,RANHEIM,107,8,7,0,0,63.4322,10.5095
5001-49/282/0/24,"Stokkbekken 135, 7048 TRONDHEIM",Selveierleilighet,70,70,76,2016.0,2,5689.7,2021-06-15,3680000,0.0,3680000,4,2,2021-06-04,11,Heimdal Eiendomsmegling,7048,TRONDHEIM,107,4,7,0,0,63.4122,10.4696
5001-66/645/0/0,"Kringsjåvegen 31 D, 7032 TRONDHEIM",Selveier enebolig,241,270,300,2019.0,0,607.9,2021-06-15,12600000,0.0,12600000,4,5,2021-06-06,9,Privatmegleren,7032,TRONDHEIM,107,9,4,1,0,63.4078,10.4144
5001-417/84/0/16,"Mellomila 88, 7018 TRONDHEIM",Selveierleilighet,37,37,39,2004.0,2,2117.3,2021-06-15,2800000,14482.0,2814482,2,1,2021-05-04,42,Eiendomsmegler 1,7018,TRONDHEIM,107,3,7,1,0,63.429,10.3682
5001-17/844/0/14,"Grilstadvegen 57 G, 7053 RANHEIM",Selveierleilighet,0,94,94,2021.0,1,10215.2,2021-06-15,6190000,0.0,6190000,4,3,2021-06-15,0,Other,7053,RANHEIM,107,8,7,0,0,63.4322,10.5095
5001-17/844/0/13,"Grilstadvegen 57 H, 7053 RANHEIM",Selveierleilighet,0,110,110,2021.0,1,10215.2,2021-06-15,6090000,0.0,6090000,4,3,2021-06-15,0,Other,7053,RANHEIM,107,8,7,0,0,63.4322,10.5095
5001-403/272/0/1,"Sverres gate 11 B, 7012 TRONDHEIM",Selveierleilighet,50,50,55,1995.0,1,1488.7,2021-06-15,3375000,0.0,3375000,2,1,2021-06-05,10,Krogsveen,7012,TRONDHEIM,107,5,7,0,0,63.43,10.387
5001-177/773/0/0,"Andersbakkan 34, 7089 HEIMDAL",Selveier enebolig,179,191,208,2016.0,0,234.0,2021-06-15,7000000,0.0,7000000,4,5,2021-06-05,10,Privatmegleren,7089,HEIMDAL,107,9,4,0,0,63.3539,10.3105
5001-62/136/0/6,"Valgrindvegen 1, 7031 TRONDHEIM",Selveierleilighet,35,35,38,2013.0,2,975.4,2021-06-15,2950000,0.0,2950000,2,1,2021-06-10,5,Proaktiv,7031,TRONDHEIM,107,10,7,1,0,63.4068,10.401
5001-95/281/0/0,"Hoemsvegen 23 A, 7019 TRONDHEIM",Selveier enebolig,125,142,157,1961.0,0,653.9,2021-06-15,4500000,0.0,4500000,4,3,2021-06-06,9,Heimdal Eiendomsmegling,7019,TRONDHEIM,107,4,4,1,0,63.41,10.3818
5001-21/950/0/3,"Presthusvegen 14 B, 7056 RANHEIM",Selveier tomannsbolig,84,87,94,1992.0,1,737.0,2021-06-15,4250000,0.0,4250000,4,3,2021-06-08,7,Meglerhuset Nylander,7056,RANHEIM,107,7,6,1,0,63.4236,10.5179
5001-21/196/0/0,"Nerviksvegen 16, 7056 RANHEIM",Selveier tomannsbolig,128,138,138,1962.0,0,628.3,2021-06-15,5130000,0.0,5130000,4,3,2021-06-04,11,Eiendomsmegler 1,7056,RANHEIM,107,3,6,0,0,63.4236,10.5179
5001-187/45/0/0,"Nordbakken 12, 7097 SAUPSTAD",Selveier enebolig,185,241,260,1975.0,0,664.9,2021-06-15,6400000,0.0,6400000,5,4,2021-06-09,6,Heimdal Eiendomsmegling,7097,SAUPSTAD,107,4,4,1,0,63.3666,10.3404
950959576/6,"Viktor Baumanns vei 20 A, 7020 TRONDHEIM",Borettslagsleilighet,56,56,61,1962.0,2,1993.4,2021-06-15,2950000,98468.0,3048468,2,1,2021-06-07,8,Heimdal Eiendomsmegling,7020,TRONDHEIM,107,4,3,0,0,63.4194,10.3541
5001-93/37/0/0,"Aksel Nilsens veg 43, 7038 TRONDHEIM",Selveier enebolig,221,255,280,1989.0,0,320.8,2021-06-15,5900000,0.0,5900000,4,4,2021-06-11,4,Eiendomsmegler 1,7038,TRONDHEIM,107,3,4,1,0,63.3864,10.401
5001-412/243/0/50,"Lade alle 79 A, 7041 TRONDHEIM",Selveierleilighet,0,71,71,2021.0,2,7756.5,2021-06-15,4390000,0.0,4390000,3,2,2021-06-15,0,Other,7041,TRONDHEIM,107,8,7,0,0,63.4449,10.4454
5001-41/9/0/8,"Fortunalia 31 H, 7059 JAKOBSLI",Selveierleilighet,121,125,134,2007.0,2,1529.6,2021-06-15,6850000,0.0,6850000,4,3,2021-06-04,11,Eiendomsmegler 1,7059,JAKOBSLI,107,3,7,1,0,63.4186,10.4965
5001-417/72/0/38,"Mellomila 86, 7018 TRONDHEIM",Selveierleilighet,73,73,73,2001.0,3,2329.4,2021-06-16,5700000,2713.0,5702713,3,2,2021-04-26,51,Propr,7018,TRONDHEIM,108,11,7,1,0,63.429,10.3682
5001-410/280/0/1,"Nedre Møllenberg gate 88, 7068 TRONDHEIM",Selveierleilighet,41,41,46,1901.0,1,443.6,2021-06-16,2690000,0.0,2690000,2,1,2021-05-23,24,Eiendomsmegler 1,7068,TRONDHEIM,108,3,7,0,0,63.4357,10.4286
5001-86/7/0/33,"Margrethe Thomsets veg 9, 7036 TRONDHEIM",Selveierleilighet,41,41,45,2014.0,1,9958.2,2021-06-16,2680000,1322.0,2681322,2,1,2021-06-06,10,EIE Eiendomsmegling,7036,TRONDHEIM,108,2,7,0,0,63.3909,10.4281
5001-58/85/0/4,"Kong Inges gate 33, 7052 TRONDHEIM",Selveierleilighet,80,80,86,1939.0,2,863.7,2021-06-16,5300000,0.0,5300000,3,2,2021-06-04,12,Eiendomsmegler 1,7052,TRONDHEIM,108,3,7,1,1,63.4225,10.4239
5001-197/373/0/0,"Vardevegen 3, 7088 HEIMDAL",Selveier tomannsbolig,145,158,173,1965.0,0,472.4,2021-06-16,4400000,0.0,4400000,4,3,2021-06-08,8,Meglerhuset Nylander,7088,HEIMDAL,108,7,6,1,0,63.3561,10.348
5001-85/386/0/4,"Lillian Byes veg 2, 7036 TRONDHEIM",Selveierleilighet,39,39,43,2007.0,2,2131.4,2021-06-16,2520000,0.0,2520000,2,1,2021-06-08,8,Heimdal Eiendomsmegling,7036,TRONDHEIM,108,4,7,1,0,63.3909,10.4281
5001-86/7/0/1,"Margrethe Thomsets veg 5, 7036 TRONDHEIM",Selveierleilighet,41,41,45,2014.0,1,9958.2,2021-06-16,2485000,0.0,2485000,2,1,2021-06-08,8,Proaktiv,7036,TRONDHEIM,108,10,7,1,0,63.3909,10.4281
990481067/12,"Kyavegen 21, 7045 TRONDHEIM",Borettslagsleilighet,60,60,66,2007.0,2,2898.9,2021-06-16,2180000,1182920.0,3362920,3,2,2021-06-08,8,DNB Eiendom,7045,TRONDHEIM,108,1,3,1,1,63.4329,10.4497
952254308/154,"Orrevegen 13, 7088 HEIMDAL",Borettslagsleilighet,89,89,89,1971.0,1,28301.1,2021-06-16,2770000,81928.0,2851928,4,3,2021-06-07,9,Eiendomsmegler 1,7088,HEIMDAL,108,3,3,1,0,63.3561,10.348
5001-253/13/0/0,"Hauglia 1, 7070 BOSBERG",Selveier enebolig,201,217,233,1998.0,0,793.8,2021-06-16,4590000,0.0,4590000,6,5,2021-06-11,5,Heimdal Eiendomsmegling,7070,BOSBERG,108,4,4,1,0,63.42259,10.14925
954148521/4,"Innherredsveien 82 A, 7067 TRONDHEIM",Borettslagsleilighet,73,73,80,1959.0,1,877.0,2021-06-16,2600000,0.0,2600000,3,2,2021-06-16,0,Other,7067,TRONDHEIM,108,8,3,0,0,63.438,10.4277
5001-51/291/0/24,"Brøsetvegen 145 E, 7069 TRONDHEIM",Selveierleilighet,39,39,39,2005.0,3,2595.5,2021-06-16,2500000,0.0,2500000,2,1,2021-06-04,12,Meglerhuset Nylander,7069,TRONDHEIM,108,7,7,1,0,63.4154,10.4484
954517713/4,"Hans Hagerups gate 4 A, 7012 TRONDHEIM",Borettslagsleilighet,67,67,73,1954.0,2,458.0,2021-06-16,4200000,29366.0,4229366,3,2,2021-06-08,8,Eiendomsmegler 1,7012,TRONDHEIM,108,3,3,1,0,63.43,10.387
5001-402/265/0/1,"Sandgata 67, 7012 TRONDHEIM",Selveierleilighet,20,20,23,2008.0,1,164.1,2021-06-16,1810000,0.0,1810000,1,0,2021-06-05,11,EIE Eiendomsmegling,7012,TRONDHEIM,108,2,7,0,0,63.43,10.387
5001-411/170/0/3,"Mellomveien 18 A, 7067 TRONDHEIM",Selveierleilighet,0,48,48,1920.0,1,2480.8,2021-06-16,3050000,0.0,3050000,2,1,2021-06-16,0,Other,7067,TRONDHEIM,108,8,7,0,0,63.438,10.4277
5001-51/77/0/0,"Brøsetvegen 111 B, 7046 TRONDHEIM",Selveier enebolig,140,240,260,1962.0,0,764.4,2021-06-16,6666666,0.0,6666666,5,4,2021-05-22,25,Eiendomsmegler 1,7046,TRONDHEIM,108,3,4,1,0,63.4247,10.4474
5001-96/625/0/47,"Gjørtlervegen 1 B, 7021 TRONDHEIM",Selveierleilighet,83,88,95,2007.0,2,6752.1,2021-06-16,3500000,0.0,3500000,3,2,2021-06-16,0,Other,7021,TRONDHEIM,108,8,7,1,0,63.4105,10.3646
5001-402/135/0/3,"Willmannsveita 1, 7012 TRONDHEIM",Selveierleilighet,104,104,113,1900.0,3,143.9,2021-06-16,4850000,0.0,4850000,3,4,2021-06-05,11,EIE Eiendomsmegling,7012,TRONDHEIM,108,2,7,0,0,63.43,10.387
5001-17/349/0/4,"Aspvegen 7 A, 7058 CHARLOTTENLUND",Selveier enebolig,209,253,253,2021.0,0,205.2,2021-06-16,12650000,0.0,12650000,6,6,2021-06-02,14,Eiendomsmegler 1,7058,CHARLOTTENLUND,108,3,4,1,0,63.4239,10.4927
948969858/100,"Romolslia 66, 7029 TRONDHEIM",Borettslagsleilighet,76,76,82,1972.0,1,45134.2,2021-06-16,2190000,178935.0,2368935,3,2,2021-06-07,9,DNB Eiendom,7029,TRONDHEIM,108,1,3,0,0,63.3767,10.3652
5001-417/78/0/77,"Mellomila 64, 7018 TRONDHEIM",Selveierleilighet,67,67,74,2002.0,4,4767.2,2021-06-16,4160000,0.0,4160000,2,1,2021-06-08,8,Proaktiv,7018,TRONDHEIM,108,10,7,1,0,63.429,10.3682
5001-521/185/0/2,"Ulstadvegen 33 B, 7540 KLÆBU",Selveier rekkehus,92,92,102,1997.0,0,940.0,2021-06-16,2850000,0.0,2850000,3,2,2021-06-05,11,Heimdal Eiendomsmegling,7540,KLÆBU,108,4,5,1,0,63.2976,10.4826
5001-96/625/0/47,"Gjørtlervegen 1 B, 7021 TRONDHEIM",Selveierleilighet,83,88,95,2007.0,2,6752.1,2021-06-16,3500000,0.0,3500000,3,2,2021-06-16,0,Other,7021,TRONDHEIM,108,8,7,1,0,63.4105,10.3646
948659158/130,"Fredrikke Qvams veg 15 C, 7046 TRONDHEIM",Borettslagsleilighet,67,67,72,1962.0,2,30239.4,2021-06-16,3350000,90331.0,3440331,3,2,2021-06-09,7,Privatmegleren,7046,TRONDHEIM,108,9,3,1,1,63.4247,10.4474
948722763/515,"Aunegrenda 1, 7047 TRONDHEIM",Borettslagsleilighet,84,95,103,1972.0,3,59717.7,2021-06-16,2550000,658019.0,3208019,3,2,2021-04-28,49,EIE Eiendomsmegling,7047,TRONDHEIM,108,2,3,0,0,63.4204,10.4708
5001-410/685/0/31,"Dyre Halses gate 10, 7042 TRONDHEIM",Selveierleilighet,52,54,60,2005.0,1,1304.8,2021-06-16,3640000,0.0,3640000,3,2,2021-06-04,12,Heimdal Eiendomsmegling,7042,TRONDHEIM,108,4,7,1,0,63.4364,10.4134
5001-415/37/0/22,"Stjørdalsveien 5, 7066 TRONDHEIM",Selveierleilighet,0,40,40,2021.0,3,1486.4,2021-06-16,2790000,0.0,2790000,2,1,2021-06-16,0,Other,7066,TRONDHEIM,108,8,7,0,0,63.442,10.4367
5001-234/20/0/0,"Hangerslettvegen 1315, 7074 SPONGDAL",Selveier enebolig,201,232,249,1977.0,0,1168.5,2021-06-16,6420000,0.0,6420000,5,4,2021-06-04,12,Heimdal Eiendomsmegling,7074,SPONGDAL,108,4,4,1,0,63.3556,10.1664
948629550/35,"Nordre Hallsetveg 81 B, 7023 TRONDHEIM",Borettslagsleilighet,38,38,38,1963.0,3,6182.3,2021-06-16,1830000,75437.0,1905437,1,1,2021-06-10,6,Meglerhuset Nylander,7023,TRONDHEIM,108,7,3,0,0,63.3966,10.3642
948629550/26,"Nordre Hallsetveg 81 A, 7023 TRONDHEIM",Borettslagsleilighet,38,38,41,1965.0,2,6182.3,2021-06-16,1900000,75437.0,1975437,1,0,2021-06-09,7,Eiendomsmegler 1,7023,TRONDHEIM,108,3,3,0,0,63.3966,10.3642
5001-97/1129/0/1,"Nordre Hallsetveg 5 F, 7023 TRONDHEIM",Selveier tomannsbolig,100,105,115,2017.0,0,489.0,2021-06-16,4650000,0.0,4650000,4,3,2021-06-09,7,Meglerhuset Nylander,7023,TRONDHEIM,108,7,6,1,0,63.3966,10.3642
5001-91/31/0/12,"Gamle Leirvegen 109, 7038 TRONDHEIM",Selveierleilighet,47,53,58,2013.0,3,7568.9,2021-06-16,2855000,0.0,2855000,2,1,2021-06-09,7,Eiendomsmegler 1,7038,TRONDHEIM,108,3,7,1,0,63.3864,10.401
5001-402/194/0/7,"Munkegata 30, 7011 TRONDHEIM",Selveierleilighet,67,67,0,1996.0,4,1039.3,2021-06-16,3900000,0.0,3900000,3,2,2021-06-05,11,Eiendomsmegler 1,7011,TRONDHEIM,108,3,7,1,0,63.4322,10.3965
